Network,Target
T-LGL Survival Network 2011_22102804.bnet,!Cytoskeleton_signaling
T-LGL Survival Network 2011_22102804.bnet,IL2
T-LGL Survival Network 2011_22102804.bnet,!IL2
T-LGL Survival Network 2011_22102804.bnet,JAK
T-LGL Survival Network 2011_22102804.bnet,!JAK
T-LGL Survival Network 2011_22102804.bnet,CREB
T-LGL Survival Network 2011_22102804.bnet,!CREB
T-LGL Survival Network 2011_22102804.bnet,BID
T-LGL Survival Network 2011_22102804.bnet,!BID
T-LGL Survival Network 2011_22102804.bnet,FLIP
T-LGL Survival Network 2011_22102804.bnet,!FLIP
T-LGL Survival Network 2011_22102804.bnet,IL2RAT
T-LGL Survival Network 2011_22102804.bnet,!IL2RAT
TOL Regulatory Network_23171249.bnet,Meta2
TOL Regulatory Network_23171249.bnet,!Meta2
TOL Regulatory Network_23171249.bnet,Meta
TOL Regulatory Network_23171249.bnet,!Meta
TOL Regulatory Network_23171249.bnet,Crc
TOL Regulatory Network_23171249.bnet,!Crc
TOL Regulatory Network_23171249.bnet,XylSh
TOL Regulatory Network_23171249.bnet,!XylSh
TOL Regulatory Network_23171249.bnet,PtsN
TOL Regulatory Network_23171249.bnet,!PtsN
TOL Regulatory Network_23171249.bnet,XylR
TOL Regulatory Network_23171249.bnet,!XylR
TOL Regulatory Network_23171249.bnet,Upper
TOL Regulatory Network_23171249.bnet,!Upper
TOL Regulatory Network_23171249.bnet,ProX
TOL Regulatory Network_23171249.bnet,!ProX
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,Targets
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!Targets
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,Dorsal
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!Dorsal
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,Spz
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!Spz
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,MyD88
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!MyD88
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,Dif
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!Dif
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,Tube
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!Tube
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,Pelle
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!Pelle
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,Toll
Toll Pathway of Drosophila Signaling Pathway_23868318.bnet,!Toll
Tumour Cell Invasion and Migration_26528548.bnet,Apoptosis
Tumour Cell Invasion and Migration_26528548.bnet,!Apoptosis
Tumour Cell Invasion and Migration_26528548.bnet,CellCycleArrest
Tumour Cell Invasion and Migration_26528548.bnet,!CellCycleArrest
Tumour Cell Invasion and Migration_26528548.bnet,Metastasis
Tumour Cell Invasion and Migration_26528548.bnet,!Metastasis
Tumour Cell Invasion and Migration_26528548.bnet,AKT2
Tumour Cell Invasion and Migration_26528548.bnet,!AKT2
Tumour Cell Invasion and Migration_26528548.bnet,CDH2
Tumour Cell Invasion and Migration_26528548.bnet,!CDH2
Tumour Cell Invasion and Migration_26528548.bnet,p73
Tumour Cell Invasion and Migration_26528548.bnet,!p73
Tumour Cell Invasion and Migration_26528548.bnet,AKT1
Tumour Cell Invasion and Migration_26528548.bnet,!AKT1
Tumour Cell Invasion and Migration_26528548.bnet,miR200
Tumour Cell Invasion and Migration_26528548.bnet,!miR200
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Dally
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Dally
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Targets
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Targets
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Dlp
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Dlp
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Pan
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Pan
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Fz
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Fz
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Arr
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Arr
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Dsh
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Dsh
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,Axin
Wg Pathway of Drosophila Signalling Pathways_23868318.bnet,!Axin
Yeast Apoptosis_23233838.bnet,ROS_MT
Yeast Apoptosis_23233838.bnet,!ROS_MT
Yeast Apoptosis_23233838.bnet,H2B
Yeast Apoptosis_23233838.bnet,!H2B
Yeast Apoptosis_23233838.bnet,Apoptosis
Yeast Apoptosis_23233838.bnet,!Apoptosis
Yeast Apoptosis_23233838.bnet,CAMP
Yeast Apoptosis_23233838.bnet,!CAMP
Yeast Apoptosis_23233838.bnet,MCD1_NUC
Yeast Apoptosis_23233838.bnet,!MCD1_NUC
Yeast Apoptosis_23233838.bnet,YCA1
Yeast Apoptosis_23233838.bnet,!YCA1
Yeast Apoptosis_23233838.bnet,KAP123
Yeast Apoptosis_23233838.bnet,!KAP123
Yeast Apoptosis_23233838.bnet,MEC1
Yeast Apoptosis_23233838.bnet,!MEC1
